"id","name","parent","Cases","Growth","FIPS","Cases_2020-01-22","Cases_2020-01-23","Cases_2020-01-24","Cases_2020-01-25","Cases_2020-01-26","Cases_2020-01-27","Cases_2020-01-28","Cases_2020-01-29","Cases_2020-01-30","Cases_2020-01-31","Cases_2020-02-01","Cases_2020-02-02","Cases_2020-02-03","Cases_2020-02-04","Cases_2020-02-05","Cases_2020-02-06","Cases_2020-02-07","Cases_2020-02-08","Cases_2020-02-09","Cases_2020-02-10","Cases_2020-02-11","Cases_2020-02-12","Cases_2020-02-13","Cases_2020-02-14","Cases_2020-02-15","Cases_2020-02-16","Cases_2020-02-17","Cases_2020-02-18","Cases_2020-02-19","Cases_2020-02-20","Cases_2020-02-21","Cases_2020-02-22","Cases_2020-02-23","Cases_2020-02-24","Cases_2020-02-25","Cases_2020-02-26","Cases_2020-02-27","Cases_2020-02-28","Cases_2020-02-29","Cases_2020-03-01","Cases_2020-03-02","Cases_2020-03-03","Cases_2020-03-04","Cases_2020-03-05","Cases_2020-03-06","Cases_2020-03-07","Cases_2020-03-08","Cases_2020-03-09","Cases_2020-03-10","Cases_2020-03-11","Cases_2020-03-12","Cases_2020-03-13","Cases_2020-03-14","Cases_2020-03-15","Cases_2020-03-16","Cases_2020-03-17","Cases_2020-03-18","Cases_2020-03-19","Cases_2020-03-20","Cases_2020-03-21","Cases_2020-03-22","Cases_2020-03-23","Cases_2020-03-24","Cases_2020-03-25","Cases_2020-03-26","Cases_2020-03-27","Cases_2020-03-28","Cases_2020-03-29","Cases_2020-03-30","Cases_2020-03-31","Cases_2020-04-01","Cases_2020-04-02","Cases_2020-04-03","Cases_2020-04-04","Cases_2020-04-05","Cases_2020-04-06","Cases_2020-04-07","Cases_2020-04-08","Cases_2020-04-09","Cases_2020-04-10","Cases_2020-04-11","Cases_2020-04-12","Cases_2020-04-13","Cases_2020-04-14","Cases_2020-04-15","Cases_2020-04-16","Cases_2020-04-17","Cases_2020-04-18","Cases_2020-04-19","Cases_2020-04-20","Cases_2020-04-21","Cases_2020-04-22","Cases_2020-04-23","Cases_2020-04-24","Cases_2020-04-25","Cases_2020-04-26","Cases_2020-04-27","Cases_2020-04-28","Cases_2020-04-29","Cases_2020-04-30","Cases_2020-05-01","Cases_2020-05-02","Cases_2020-05-03","Cases_2020-05-04","Cases_2020-05-05","Cases_2020-05-06","Cases_2020-05-07","Cases_2020-05-08","Cases_2020-05-09","Cases_2020-05-10","Cases_2020-05-11","Cases_2020-05-12","Cases_2020-05-13","Cases_2020-05-14","Cases_2020-05-15","Cases_2020-05-16","Cases_2020-05-17","Cases_2020-05-18","Cases_2020-05-19","Cases_2020-05-20","Cases_2020-05-21","Cases_2020-05-22","Cases_2020-05-23","Cases_2020-05-24","Cases_2020-05-25","Cases_2020-05-26","Cases_2020-05-27","Cases_2020-05-28","Cases_2020-05-29","Growth_2020-01-22","Growth_2020-01-23","Growth_2020-01-24","Growth_2020-01-25","Growth_2020-01-26","Growth_2020-01-27","Growth_2020-01-28","Growth_2020-01-29","Growth_2020-01-30","Growth_2020-01-31","Growth_2020-02-01","Growth_2020-02-02","Growth_2020-02-03","Growth_2020-02-04","Growth_2020-02-05","Growth_2020-02-06","Growth_2020-02-07","Growth_2020-02-08","Growth_2020-02-09","Growth_2020-02-10","Growth_2020-02-11","Growth_2020-02-12","Growth_2020-02-13","Growth_2020-02-14","Growth_2020-02-15","Growth_2020-02-16","Growth_2020-02-17","Growth_2020-02-18","Growth_2020-02-19","Growth_2020-02-20","Growth_2020-02-21","Growth_2020-02-22","Growth_2020-02-23","Growth_2020-02-24","Growth_2020-02-25","Growth_2020-02-26","Growth_2020-02-27","Growth_2020-02-28","Growth_2020-02-29","Growth_2020-03-01","Growth_2020-03-02","Growth_2020-03-03","Growth_2020-03-04","Growth_2020-03-05","Growth_2020-03-06","Growth_2020-03-07","Growth_2020-03-08","Growth_2020-03-09","Growth_2020-03-10","Growth_2020-03-11","Growth_2020-03-12","Growth_2020-03-13","Growth_2020-03-14","Growth_2020-03-15","Growth_2020-03-16","Growth_2020-03-17","Growth_2020-03-18","Growth_2020-03-19","Growth_2020-03-20","Growth_2020-03-21","Growth_2020-03-22","Growth_2020-03-23","Growth_2020-03-24","Growth_2020-03-25","Growth_2020-03-26","Growth_2020-03-27","Growth_2020-03-28","Growth_2020-03-29","Growth_2020-03-30","Growth_2020-03-31","Growth_2020-04-01","Growth_2020-04-02","Growth_2020-04-03","Growth_2020-04-04","Growth_2020-04-05","Growth_2020-04-06","Growth_2020-04-07","Growth_2020-04-08","Growth_2020-04-09","Growth_2020-04-10","Growth_2020-04-11","Growth_2020-04-12","Growth_2020-04-13","Growth_2020-04-14","Growth_2020-04-15","Growth_2020-04-16","Growth_2020-04-17","Growth_2020-04-18","Growth_2020-04-19","Growth_2020-04-20","Growth_2020-04-21","Growth_2020-04-22","Growth_2020-04-23","Growth_2020-04-24","Growth_2020-04-25","Growth_2020-04-26","Growth_2020-04-27","Growth_2020-04-28","Growth_2020-04-29","Growth_2020-04-30","Growth_2020-05-01","Growth_2020-05-02","Growth_2020-05-03","Growth_2020-05-04","Growth_2020-05-05","Growth_2020-05-06","Growth_2020-05-07","Growth_2020-05-08","Growth_2020-05-09","Growth_2020-05-10","Growth_2020-05-11","Growth_2020-05-12","Growth_2020-05-13","Growth_2020-05-14","Growth_2020-05-15","Growth_2020-05-16","Growth_2020-05-17","Growth_2020-05-18","Growth_2020-05-19","Growth_2020-05-20","Growth_2020-05-21","Growth_2020-05-22","Growth_2020-05-23","Growth_2020-05-24","Growth_2020-05-25","Growth_2020-05-26","Growth_2020-05-27","Growth_2020-05-28","Growth_2020-05-29"
"FIPS21089","Greenup","KY",14,0.0143,21089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,5,5,5,7,11,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.12,0.12,0.12,0.1429,0.1636,0.1,0.1,0.1,0.06,-0.02,0,0,0,0.0182,0.0182,0.0182,0.0182,0.0182,0,0,0,0.0167,0.0167,0.0167,0.0167,0.0167,0,0,0,0.0154,0.0154,0.0154,0.0154,0.0154,0,0,0,0,0,0,0,0,0,0,0,0.0143,0.0143,0.0143
"FIPS45045","Greenville","SC",1461,0.024,45045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,12,17,19,31,39,50,50,51,57,71,88,106,129,154,174,183,186,204,214,214,254,308,325,339,346,373,400,436,447,486,492,498,498,536,558,557,564,609,649,661,689,722,730,749,757,788,796,803,835,869,912,933,946,971,981,996,1021,1058,1095,1116,1145,1155,1180,1200,1231,1286,1300,1344,1364,1382,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1882,0.1789,0.1806,0.1641,0.152,0.132,0.1255,0.0912,0.0901,0.0864,0.1057,0.1209,0.126,0.1184,0.1038,0.086,0.0735,0.0561,0.0374,0.0559,0.0792,0.0745,0.0737,0.0763,0.0638,0.046,0.0509,0.0483,0.0576,0.0484,0.0394,0.0249,0.0332,0.0258,0.0233,0.0234,0.0365,0.0348,0.0312,0.0383,0.0438,0.0332,0.0267,0.0254,0.0251,0.0186,0.0182,0.0206,0.0258,0.0272,0.0294,0.0302,0.028,0.0228,0.0169,0.0172,0.0212,0.0226,0.0242,0.026,0.0232,0.0207,0.0175,0.0187,0.0219,0.0223,0.0244,0.024,0.0219,0.024
"FIPS20073","Greenwood","KS",8,0.125,20073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0.0667,0.0667,0.0667,0.0667,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
"FIPS45047","Greenwood","SC",128,0.0719,45047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,2,3,3,3,5,6,8,9,10,10,11,12,12,15,16,17,17,18,18,19,31,32,34,36,37,37,41,41,42,43,44,45,46,46,49,49,53,55,55,57,61,61,62,62,62,63,63,67,68,69,69,69,71,72,72,76,79,82,82,82,92,103,121,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,-0.1,-0.1,0.0667,0.0667,0.0667,0.12,0.1333,0.125,0.1333,0.14,0.1,0.0909,0.0667,0.05,0.0667,0.075,0.0706,0.0588,0.0667,0.0333,0.0316,0.0903,0.0938,0.0941,0.1,0.0973,0.0324,0.0439,0.0341,0.0286,0.0279,0.0318,0.0178,0.0217,0.0174,0.0245,0.0204,0.0302,0.0327,0.0327,0.0281,0.0393,0.0262,0.0226,0.0226,0.0161,0.0063,0.0063,0.0149,0.0176,0.0203,0.0174,0.0174,0.0113,0.0111,0.0083,0.0184,0.0253,0.0268,0.0244,0.0244,0.0348,0.0466,0.0645,0.0719
"FIPS40055","Greer","OK",66,0,40055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,25,26,31,32,37,46,48,49,50,49,50,50,50,50,55,57,57,61,63,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1846,0.1871,0.1688,0.1676,0.0913,0.0917,0.0735,0.072,0.049,0.016,0.008,0.004,0,0.0218,0.0246,0.0246,0.0361,0.0413,0.0281,0.0219,0.0219,0.0094,0.0031,0,0.0031,0.0031,0.0031,0.0031,0.0031,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIPS48183","Gregg","TX",201,0.0159,48183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,5,5,8,8,13,16,16,16,23,32,35,37,40,40,40,45,47,49,50,51,52,52,52,53,59,59,59,62,66,69,69,73,80,87,87,87,97,107,109,117,117,118,118,132,136,138,142,170,170,170,173,173,180,180,180,185,185,185,197,201,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,-0.6,0,0,0,0,0,0.1333,0.15,0.15,0.15,0.15,0.08,0.04,0.1,0.1,0.1385,0.1375,0.1375,0.1,0.1304,0.1188,0.1086,0.1135,0.12,0.085,0.04,0.0444,0.0426,0.0367,0.04,0.0431,0.0269,0.0192,0.0115,0.0113,0.0271,0.0237,0.0237,0.0323,0.0394,0.029,0.029,0.0384,0.045,0.0483,0.0414,0.0414,0.0495,0.0505,0.0404,0.0513,0.0513,0.0356,0.0186,0.0348,0.0279,0.0304,0.0338,0.0612,0.0447,0.04,0.0405,0.0358,0.0111,0.0111,0.0111,0.013,0.013,0.0054,0.0173,0.0209,0.0159
"FIPS46053","Gregory","SD",0,0,46053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIPS28043","Grenada","MS",88,0.0295,28043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,7,7,8,8,10,10,10,10,11,13,14,14,15,19,20,26,26,27,27,27,27,27,27,28,28,28,32,34,34,35,36,41,45,45,47,51,52,52,55,56,58,58,59,60,60,63,66,68,72,75,75,78,82,85,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1,0,0,0.0667,0.0667,0.0667,0.0667,0.1,0.05,0.05,0.1143,0.1143,0.1,0.1,0.12,0.06,0.06,0.04,0.0545,0.0462,0.0571,0.0571,0.0667,0.0842,0.07,0.0923,0.0923,0.0889,0.0593,0.0519,0.0074,0.0074,0,0.0071,0.0071,0.0071,0.0312,0.0412,0.0353,0.04,0.0444,0.0439,0.0489,0.0489,0.0511,0.0588,0.0423,0.0269,0.0364,0.0321,0.0241,0.0207,0.0237,0.0167,0.0133,0.0159,0.0242,0.0265,0.0333,0.04,0.032,0.0308,0.0341,0.0306,0.0295
"FIPS38039","Griggs","ND",1,0,38039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0
"FIPS48185","Grimes","TX",113,0.0248,48185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,6,5,6,6,7,7,7,7,9,10,10,10,10,10,10,10,13,13,13,15,16,16,19,19,21,22,22,22,25,25,37,42,42,42,42,54,56,63,65,65,65,65,89,91,91,91,99,100,104,111,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0,0,0,0,0,0.0667,0.0667,0.0667,0.0667,0.0667,0,0,0.05,0.1,0.08,0.1,0.1,0.0857,0.0286,0.0571,0.0286,0.0667,0.06,0.06,0.06,0.06,0.02,0,0,0.0462,0.0462,0.0462,0.0667,0.075,0.0375,0.0632,0.0632,0.0571,0.0545,0.0545,0.0273,0.048,0.032,0.0811,0.0952,0.0952,0.081,0.081,0.063,0.05,0.0667,0.0708,0.0708,0.0338,0.0277,0.0584,0.0571,0.0571,0.0571,0.0687,0.022,0.025,0.036,0.0389,0.0248
"FIPS17063","Grundy","IL",95,0.0126,17063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,4,4,5,7,9,9,9,10,12,13,15,17,21,21,24,24,24,24,26,26,26,26,26,26,28,28,30,30,30,32,35,37,41,43,46,47,48,50,55,58,58,60,61,62,65,73,73,74,75,80,83,82,84,87,89,89,89,88,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1333,0.1333,0.15,0.1,0.12,0.1143,0.1333,0.1111,0.1111,0.1,0.0833,0.0615,0.08,0.0941,0.1048,0.0857,0.0917,0.075,0.0583,0.025,0.0385,0.0154,0.0154,0.0154,0.0154,0,0.0143,0.0143,0.0267,0.0267,0.0267,0.025,0.04,0.0378,0.0537,0.0605,0.0609,0.0511,0.0458,0.036,0.0436,0.0414,0.0379,0.04,0.0361,0.0226,0.0215,0.0411,0.0356,0.0351,0.0347,0.0375,0.0241,0.022,0.0238,0.0276,0.0202,0.0135,0.0157,0.0091,0.0168,0.0126
"FIPS19075","Grundy","IA",20,0.01,19075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,6,6,6,7,8,8,9,11,11,11,11,15,15,16,17,17,16,17,15,15,15,16,16,18,17,17,17,17,17,17,19,20,19,19,19,19,19,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.15,0.16,0.1667,0.1333,0.1333,0.0857,0.075,0.05,0.0667,0.0909,0.0727,0.0545,0.0545,0.08,0.0533,0.0625,0.0706,0.0706,0.0125,0.0235,-0.0133,-0.0267,-0.0267,0,-0.0125,0.0333,0.0235,0.0235,0.0118,0.0118,-0.0118,0,0.0211,0.03,0.0211,0.0211,0.0211,0,-0.0105,0,0.01
"FIPS29079","Grundy","MO",0,0,29079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIPS47061","Grundy","TN",32,0.0062,47061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,6,8,11,12,12,15,16,16,17,19,21,23,23,23,23,24,25,25,25,25,26,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.15,0.1667,0.15,0.1636,0.1667,0.1333,0.12,0.1,0.0625,0.0588,0.0737,0.0571,0.0609,0.0609,0.0522,0.0348,0.025,0.016,0.016,0.016,0.016,0.0154,0.0077,0.0148,0.0214,0.0214,0.0143,0.0143,0.0071,0,0,0,0,0,0,0,0,0.0133,0.0133,0.0133,0.0133,0.0133,0,0,0,0,0,0,0,0.0065,0.0065,0.0065,0.0065,0.0065,0,0.0062,0.0062,0.0062,0.0062,0.0062
"FIPS35019","Guadalupe","NM",20,0.01,35019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,7,12,13,13,13,14,14,14,14,15,15,15,15,15,15,15,15,15,17,17,17,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1333,0.1714,0.1833,0.1846,0.1692,0.1538,0.1,0.0286,0.0143,0.0143,0.0267,0.0133,0.0133,0.0133,0.0133,0,0,0,0,0.0235,0.0235,0.0235,0.0421,0.0421,0.0211,0.0211,0.0211,0,0,0,0,0,0,0.01,0.01,0.01,0.01
"FIPS48187","Guadalupe","TX",126,0.0063,48187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,9,8,8,10,13,15,17,20,23,26,28,28,39,45,46,47,47,49,49,50,50,53,53,53,57,58,60,63,64,64,67,68,69,69,80,80,81,85,85,86,87,88,90,92,92,95,97,99,99,101,106,109,110,110,110,114,116,116,116,122,122,122,124,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.15,0.1778,0.175,0.15,0.12,0.1385,0.08,0.1059,0.12,0.113,0.1,0.0929,0.0786,0.0974,0.0978,0.087,0.0809,0.0809,0.0408,0.0163,0.016,0.012,0.0226,0.0151,0.0151,0.0246,0.0276,0.0233,0.0317,0.0344,0.0219,0.0269,0.0235,0.0174,0.0145,0.04,0.0325,0.0321,0.0376,0.0376,0.014,0.0161,0.0159,0.0111,0.0152,0.013,0.0168,0.0186,0.0182,0.0141,0.0178,0.0208,0.022,0.02,0.02,0.0164,0.014,0.0121,0.0103,0.0103,0.0197,0.0131,0.0098,0.0129,0.0159,0.0063
